Artifact Name,Date,Culture/Region,Material,Dimensions,Category/Type,Description,Artifact Image URL,Object Number
Closed Burgonet with Falling Buffe,ca. 1590,"British, Greenwich","Steel, brass",H. 16 1/2 in. (41.9 cm); W. 11 5/8 in. (29.5 cm); D. 14 3/4 in. (37.5 cm); Wt. 10 lb. 2 oz. (4593 g),Helmets,"This artifact reflects the creative ingenuity of its creators, offering a glimpse into a world of timeless artistry. This artifact is called 'Closed Burgonet with Falling Buffe' and belongs to the category 'Helmets' from the 'British, Greenwich' culture dating back to ca. 1590.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/27102/1496431/main-image,"14.25.526a, b"
Knife Handle (Kozuka),19th century,Japanese,"Copper-silver alloy (shibuichi), copper-gold alloy (shakudō), gold",L. 3 13/16 in. (9.7 cm); W. 9/16 in. (1.4 cm); thickness 1/4 in. (0.6 cm); Wt. 1.2 oz. (34 g),Sword Furniture-Kozuka,"Akozukais a handle of a by-knife that is part of a sword mounting. It is kept in a slot on the reverse of akatanascabbard, often with a matchingkōgai(hairdressing tool).",https://collectionapi.metmuseum.org/api/collection/v1/iiif/25237/1335992/restricted,43.120.216
Harness Ornament,late 16th–early 17th century,Italian,"Copper alloy, gold, enamel",Diam. 3 7/8 in. (9.8 cm); Wt. 4.3 oz. (121.9 g),Equestrian Equipment-Horse Trappings,"This large circular copper alloy plaque, cast with scrolls in faux-filigree and enameled, would have probably adorned a horse harness. A central rivet fixed it to the leather or textile while the two small holes, pierced on the top border, would be used for sewing it to its support so it could stay flat despite its weight.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/33285/1733594/main-image,20.151.11
Pair of Sword-Grip Ornaments (Menuki),18th century,Japanese,"Copper-gold alloy (shakudō), gold",L. of each 1 7/8 in. (4.8 cm); Wt. of each 0.3 oz. (8.5 g),Sword Furniture-Menuki,Menukiare a pair of ornamental sword fittings attached to either side of a sword hilt.,https://collectionapi.metmuseum.org/api/collection/v1/iiif/29426/1612815/main-image,"38.55.5a, b"
Winchester Model 1886 Takedown Rifle (serial no. 125176),1901,"American, New Haven, Connecticut","Steel, gold, platinum, wood (walnut)",L. 40 5/16 in. (102.4 cm); L. of barrel 20 15/16 in. (53.2 cm); Cal. .45 in. (11.4 mm) [.45–.70]; Wt. 7 lb. 12.6 oz. (3532 g),Firearms-Guns,"This factory engraved and gold- and platinum-inlaid Model 1886 rifle fitted with a complement of special-order features exemplifies the upper tier of Winchester’s embellished and customized firearms at the turn of the century. Though the Model 1886 remained in production until 1935 few deluxe Model 1886 rifles were made after 1900. This rifle, made in 1901, years after Winchester released the more advanced Model 1894 and almost two decades after the Model 1886 was introduced, nevertheless testifies to the enduring popularity of Winchester’s products, and to wealthy customers’ willingness to spare little expense on their decoration.As the production of firearms became increasingly industrialized in the United States in the 1850s, customers seeking to personalize their machine-made guns could hire an independent gunsmith to add original embellishments, or, alternatively, choose from a variety of customization options executed by skilled decorators employed by the firearm’s manufacturer. This rifle was decorated at the Winchester factory, and its factory record specifies its upgrades from the standard model. It is an extra light takedown with a shotgun butt and rubber butt plate and a special hand-made stock with a pistol grip made of fancy walnut with high grain contrast and an oil finish, inset with a gold nameplate on the underside (Originally ""GH"", later replaced with ""OAW"" by a subsequent owner). The stock has Style D carving. It has a half magazine, sling swivels, and is fitted with Lyman Gun Sight Company rear and jack sights. It has Style No. 2 engraving with a fancy dull finish.The engraving and carving Style types refer to patterns illustrated in the Winchester Arms Company’s catalogueHighly Finished Arms. First published in 1897,Highly Finished Armscodified for the first time Winchester’s factory decoration options for its line of rifles, offering Winchester customers ten design options for receiver decoration and eight for the stock at varying price points. They include game scenes surrounded by scrollwork, and foliage motifs combined with scrollwork, with the option to customize for an added cost. The designs were conceived primarily by Winchester factory engravers Herman Leslie Ulrich (1846–1937) and William E. Stokes. The Museum’s rifle’s Style No. 1 engraving is the second most expensive available, and its Style D stock carving which combines checkering and oak leaves was a popular option on Model 1886s and later models.The rifle’s blued and casehardened receiver, finger lever, and barrel are engraved with scrollwork and inlaid with gold wire framing two gold-inlaid game scenes of a moose and two deer. Though traditionally regarded as ""American"" in style, such decorations found on Winchester rifles and many other American machine-made firearms of the mid-nineteenth and early twentieth century are in fact international in nature, reflecting the training and taste of the German-born engravers who emigrated to the United States around the middle of the century and headed the decorative operations at America’s largest firearms manufacturers, including the Ulrich family and Gustave Young. This rifle’s game and hunting scenes, and indeed many of the standard hunting and game scenes offered by Winchester, draw direct inspiration from specific northern European iconographic sources, including the 1856 pattern book by the Belgian artist Charles Claesen,Recueil d’ornements et de sujets pour etre appliques a l’ornamentation des armes d’apres les dessins pircipaux artistes. The inspiration for the profusion of scrollwork found on embellished Winchester rifles, Colt pistols, and guns by other major American manufacturers, too, traces to northern Europe, chiefly the work of Gustav Ernst of Zella, who produced six influential pattern books between 1839–53 widely used by gun engravers in America. A copy of Ernst’s pattern bookMusterblätter enthaltend die anwendbarsten Jagdstücke u. Arabesken für Büchsenschäfter, Graveure etc.of 1850 owned by the famous firearms engraver Louis Daniel Nimschke (1832–1904) is part of The Met’s collection (acc. no. 2002.233.1a–j).The Model 1886 represents a milestone in Winchester’s history as it was the first rifle designed for the company by John Moses Browning (1855–1926). Browning’s designs led to the development of nine Winchester rifle models in total over the course of fifteen years, including the company’s most popular rifle, the Model 1894. Browning’s Model 1886 introduced significant improvements to the company’s previous lever action rifle, the Model 1876. These included an improved, stronger locking system with two vertical lug nuts interfacing with the bolt and receiver, an improved elevator system, new safety mechanisms, and better insulation from dust and debris.This rifle is one of three deluxe factory-decorated Winchesters given to the Museum by the Robert M. Lee Foundation in 2018 (acc. nos. 2018.856.5a–j; 2018.856.6)—the first factory-decorated Winchesters to enter the collection.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/788202/2004370/main-image,2018.856.4
Sword Guard (Tsuba),18th century,Japanese,"Iron, gold",2 7/8 x 2 1/2 in. (7.3 x 6.4 cm),Sword Furniture-Tsuba,Atsubais a sword guard and part of a sword mounting. It is mounted between the sword’s blade and grip to protect the user’s hands.,https://collectionapi.metmuseum.org/api/collection/v1/iiif/35113/1336004/main-image,17.214.2
Sword Guard (Tsuba),ca. 1615–1868,Japanese,"Iron, gold, copper",H. 3 1/2 in. (8.9 cm); W. 3 3/8 in. (8.6 cm); thickness 3/16 in. (0.5 cm); Wt. 5 oz. (141.7 g),Sword Furniture-Tsuba,Atsubais a sword guard and part of a sword mounting. It is mounted between the sword’s blade and grip to protect the user’s hands.,https://collectionapi.metmuseum.org/api/collection/v1/iiif/35183/1338606/main-image,91.1.859
Wheellock Pistol,ca. 1580–1600,French,"Steel, wood, staghorn, mother-of-pearl, gold",L. 30 7/16 in. (77.3 cm); L. of barrel 23 in. (58.4 cm); Cal. .36 in. (9.14 mm); Wt. 4 lb. 1.4 oz. (1854 g),Firearms-Guns-Wheellock,"With their elegant form, innovative use of materials, and imaginative ornament, French firearms were trend-setters throughout Europe from the early seventeenth to mid-nineteenth century. French influence in firearms design was spread in several ways: by the lavish gifting of firearms as part of French diplomatic practice; the publication in Paris of numerous engraved pattern books of firearms ornament; and the wide dispersal of Huguenot (Protestant) gunmakers after the revocation of the Edict of Nantes in 1683. The rise of French gunmaking to its pre-eminent position did not happen overnight, however, but had its origins in the sixteenth century. This whellock pistol, a rare example of high quality French gunmaking before 1600, epitomizes this early, innovative stage.The pistol’s long, slender lines, small-caliber barrel, and distinctive wheellock mechanism are characteristic French features. So too is the elegant and sophisticated decoration. The barrel is chiseled in low relief at the breech end with strapwork, foliage, and a terme, the ornament gilt overall. Forward of this section, the smooth surface is engraved with emblems that include the fleur-de-lis, a flaming heart, an arrow entwined by a serpent that were gilt on a heat-blued ground, the colors now faded. The lockplate is worked in relief at its rear point with the head of a fierce dog with bared teeth, the head of the cock is fashioned as a horse’s head, and the wheel is fitted with a guide in the form of a siren. The wood stock is densely inlaid with shaped and engraved pieces of white staghorn, some stained green, and mother-of-pearl formed as dragons, putti, and grotesques, a type of embellishment that reflects—more in the choice of materials than style—the influence of contemporary German firearms. The pistol’s metal buttcap of ‘fishtail’ shape that is quite different from the spherical or ovoid butt common to most European pistols of the period. On this example, the buttcap is of copper alloy, the sides chiseled and engraved with an armed nude putto on one side and the helmeted head of a hero on the other, with, on the flat end, an embossed mask of a draped female head of Fontainebleau inspiration, the whole formerly gilt overall. A mere half-dozen French wheellock pistols are recorded with these distinctive metal butts, including another in The Met’s collection (acc. no. 14.25.1431), but it is unclear if they originated in the same workshop.Highly decorated weapons were usually made for men of wealth and status, but few are sufficiently marked as to provide evidence of the maker, date of manufacture, and identity of the original owner. Collectors often fill in these gaps with hopeful attributions and associations that, upon close inspection are not justified. This pistol was formerly thought to have been made in the workshop of the famous Le Bourgeois family of gunmakers active in Lisieux, in Normandy, in the late sixteenth or early seventeenth century for King Henry IV of France (r. 1590–1610). Unfortunately, the maker’s mark struck on the lockplate is partly defaced and, while it includes the letter B, does not conform to any of the recorded marks used by the brothers Le Bourgeois. Similarly, while the barrel decoration includes a French fleur-de-lis and the buttplate bears a decorative motif that was once interpreted to be the letter H, there are no obvious reasons to associate the pistol with the Bourbon monarch. The unusual emblems on the barrel were undoubtedly of some personal importance to the owner, but emblems in that period were often purposely enigmatic. They continue to retain their secret.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/788261/1920872/main-image,2018.856.9
Mace,18th century,"Indian, Tamil, Chennai","Steel, leather",H. 35 1/2 in. (90.2 cm); W. 4 3/4 in. (12.1 cm); Wt. 4 lb. 7.5 oz. (2027 g),Shafted Weapons,"This artifact reflects the creative ingenuity of its creators, offering a glimpse into a world of timeless artistry. This artifact is called 'Mace' and belongs to the category 'Shafted Weapons' from the 'Indian, Tamil, Chennai' culture dating back to 18th century.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/30871/1670939/main-image,36.25.1898
Mordant,ca. 1600,German,Brass,H. 1/2 in. (1.3 cm); W. 5/8 in. (1.6 cm); thickness 1/8 in. (0.3 cm); Wt. 0.07 oz. (2 g),Miscellaneous-Buckles & Ornament,"This artifact reflects the creative ingenuity of its creators, offering a glimpse into a world of timeless artistry. This artifact is called 'Mordant' and belongs to the category 'Miscellaneous-Buckles & Ornament' from the 'German' culture dating back to ca. 1600.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/33103/1811512/main-image,20.152.126
Ceremonial Mace,18th century,Indian,"Rock crystal, gold, copper alloy, ruby",L. 21 in. (53.4 cm); Diam. of head 2 in. (5 cm); Wt. 1 lb. 6 oz. (636 g),Shafted Weapons,"This ceremonial mace is a rare example fashioned entirely from rock crystal. Rock crystal was often carved to produce luxurious objects, including an Islamic, perhaps Fatimid, mace that became part of the Hungarian royal regalia. Several detached rock-crystal mace heads are known, among them a probably tenth- to eleventh-century Iranian example in the Metropolitan Museum's collection (acc. no. 1981.86).Most likely from Mughal India, this mace has a haft that is decorated in a style found on several Indian maces and axes now in the Wallace Collection, London (nos. 1563 and 1595). A very similar ovoid head is on an all-steel Indian mace dated 1880 and now in the Khalili Collection, London (no. MTW 1130). The ovoid shape, however, is not confined to India; similar mace heads are known from Bukhara as well. Much earlier examples of ovoid mace heads exist, probably from the eleventh or twelfth century, among them a Seljuq mace in the Furusiyya Art Foundation, Vaduz (no. R-101). It is likely that this is a Central Asian type imported into India by the Mughals, who originally came from Bukhara.The debased acanthus leaves with which the rock-crystal shaft of this example is decorated preclude a dating to the grand period of Mughal art during the seventeenth century. Consequently a later dating, provisionally to the eighteenth century, is suggested.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/24423/61306/main-image,36.25.1884
Falling Buffe,16th century,possibly French,Steel,H. 8 1/2 in. (21.6 cm); W. 7 7/8 in. (20 cm); D. 7 7/8 in. (20 cm); Wt. 3lb. 0.5 oz. (1375 g),Armor Parts-Buffes,"This artifact reflects the creative ingenuity of its creators, offering a glimpse into a world of timeless artistry. This artifact is called 'Falling Buffe' and belongs to the category 'Armor Parts-Buffes' from the 'possibly French' culture dating back to 16th century.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/22217/1578014/main-image,14.25.541
Sword Guard (Tsuba),ca. 1615–1868,Japanese,"Copper-gold alloy (shakudō), gold, copper",H. 2 3/4 in. (7 cm); W. 2 1/2 in. (6.4 cm); thickness 3/16 in. (0.5 cm); Wt. 4.4 oz. (124.7 g),Sword Furniture-Tsuba,Atsubais a sword guard and part of a sword mounting. It is mounted between the sword’s blade and grip to protect the user’s hands.,https://collectionapi.metmuseum.org/api/collection/v1/iiif/34381/1338594/main-image,29.100.970
Sword Guard (Tsuba),ca. 1615–1868,Japanese,"Iron, gold, copper",H. 3 in. (7.6 cm); W. 2 7/8 in. (7.3 cm); thickness 3/16 in. (0.5 cm); Wt. 4.9 oz. (138.9 g),Sword Furniture-Tsuba,Atsubais a sword guard and part of a sword mounting. It is mounted between the sword’s blade and grip to protect the user’s hands.,https://collectionapi.metmuseum.org/api/collection/v1/iiif/34426/1338779/main-image,29.100.1015
Shaffron (Horse's Head Defense),ca. 1570–80,"German, Augsburg","Steel, copper alloy, gold, leather",H. 22 3/4  in. (57.8 cm); W. 10 1/2 in. (26.7 cm); Wt. 3 lb. 14 oz. (1767 g),Equestrian Equipment-Shaffrons,"The fine quality of the hammer-work, the elegant form, and the decorative washers and plume-holder of brass are stylistic features pointing to an Augsburg origin. The shaffron probably was made to accompany a plain tournament armor of polished steel like one also in the Metropolitan Museum's collection (acc. nos. 29.154.1 and 14.25.689).",https://collectionapi.metmuseum.org/api/collection/v1/iiif/27176/58558/main-image,14.25.1647
"Crinet Plate Belonging to an Armor for Field and Tournament Made for Duke Nikolaus ""The Black"" Radziwill (1515–1565), Duke of Nesvizh and Olyka, Prince of the Empire, Grand Chancellor and Marshal of Lithuania",ca. 1555; probably repainted later,"German, Nuremberg","Steel, brass, gold, paint",L. 13 7/8 in. (35.5 cm); H. 3 7/8 in. (9.8 cm); Wt. 9 oz. (261 g),Armor for Horse,"This crinet plate, along with the matching shaffron also in the Metropolitan Museum's collection (21.42), form part of an important garniture of armor for field and tournament use made for Nikolaus ""the Black"" Radziwill (1515–1565), duke of Nesvizh and Olyka, prince of the empire, and grand chancellor and marshall of Lithuania––one of the wealthiest and most important nobles in Poland and Lithuania. Several elements of the garniture survive, six of which (including this one) are preserved in the Metropolitan Museum's collection. Made by the distinguished Nuremberg armorer Kunz (Konrad) Lochner, the Radziwill armor, with its overall etched design of interlaced strapwork and brilliant polychromy, is one of the most distinctive and colorful examples of the sixteenth century.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/26579/58588/main-image,14.25.854
Sword Guard (Tsuba),dated 1762,Japanese,"Copper-gold alloy (shakudō), gold, copper-silver alloy (shibuichi), copper",H. 3 in. (7.6 cm); W. 2 7/8 in. (7.3 cm); thickness 3/8 in. (1 cm); Wt. 7 oz. (198.4 g),Sword Furniture-Tsuba,Atsubais a sword guard and part of a sword mounting. It is mounted between the sword’s blade and grip to protect the user’s hands.,https://collectionapi.metmuseum.org/api/collection/v1/iiif/34421/1338943/main-image,29.100.1010
Sword Guard (Tsuba),ca. 1615–1868,Japanese,"Silver, copper, copper alloy (sentoku), gold",H. 3 1/4 in. (8.3 cm); W. 3 in. (7.6 cm); thickness 9/16 in. (1.4 cm); Wt. 7 oz. (198.4 g),Sword Furniture-Tsuba,Atsubais a sword guard and part of a sword mounting. It is mounted between the sword’s blade and grip to protect the user’s hands.,https://collectionapi.metmuseum.org/api/collection/v1/iiif/34452/1338815/main-image,29.100.1041
Double-Barreled Flintlock Shotgun with Exchangeable Percussion Locks and Barrels,"ca. 1818–20; exchangeable percussion locks and barrels, dated 1860","French, Versailles and Paris","Steel, gold, wood (walnut), silver, horn",L. of gun 47 3/8 in. (120.3 cm); L. of double barrel 31 7/8 in. (81.0 cm); L. of percussion locks 5 in. (12.7 cm); L. of bullet pouch 7 1/4 in. (18.4 cm); L. of priming flask 6 5/8 in. (16.8 cm); L. of bullet mold 6 3/4 in. (17.1 cm); L. of ramrod extension 10 3/8 in. (26.4 cm); L. of hammer extractor 2 3/16 in. (5.6 cm); L. of brush for cleaning barrel 2 13/16 in. (7.1 cm); L. of bullet extractor 1 5/16 in. (3.3 cm); L. of screwdriver 6 in. (15.2 cm); L. of bullet extractor 3 1/8 in. (7.9 cm); L. of touch hole cleaner 3 3/16 in. (8.1 cm); Cal. .61 in. (15.5 mm); Wt. of gun 6 lbs. 15 oz. (3150 g); Wt. of double barrel 3 lbs. 8 oz. (1600 g); Wt. of percussion locks 5 oz. (150 g); Wt. of bullet pouch 2.5 oz. (71 g); Wt. of priming flask 4.6 oz. (131 g); Wt. of bullet mold 7 oz. (198 g),Firearms,"Perhaps the richest and most beautiful gun from the last phase of Boutet’s long career, this firearm was made by him after the Restoration of the monarchy in France in 1815. Its exuberant decoration is reminiscent of the style fashionable before the revolution in 1789. The gun was so appreciated by its owner that, in 1860, he commissioned a group of skillful gunmakers to produce a similarly decorated set of barrels and locks using percussion caps, an advanced method of ignition developed after 1820.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/24684/1780596/main-image,42.50.7a–n
Spear,17th century,Indian,Iron,L. 55 3/4 in. (141.6 cm); L. of head 28 3/4 in. (73 cm); W. 3/4 in. (1.9 cm); Wt. 4 lbs. 3 oz. (1899.4 g),Shafted Weapons,"This artifact reflects the creative ingenuity of its creators, offering a glimpse into a world of timeless artistry. This artifact is called 'Spear' and belongs to the category 'Shafted Weapons' from the 'Indian' culture dating back to 17th century.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/32274/1448824/main-image,32.75.288
Dagger (Chilanum),17th century,South Indian,"Steel, gold",H. 13 5/8 in. (34.6 cm); W. 2 3/4 in. (7 cm); Wt. 11.3 oz. (320.3 g),Daggers,"This artifact reflects the creative ingenuity of its creators, offering a glimpse into a world of timeless artistry. This artifact is called 'Dagger (Chilanum)' and belongs to the category 'Daggers' from the 'South Indian' culture dating back to 17th century.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/31679/1366116/main-image,36.25.897
"Armor of Henry II, King of France (reigned 1547–59)",ca. 1555,"French, possibly Paris","Steel, gold, silver, leather, textile",H. 74 in. (187.96 cm); Wt. 53 lb. 4 oz. (24.20 kg),Armor for Man,"This is one of the most elaborate and complete French parade armors, and it retains much of its original coloring. The surfaces are covered by dense foliate scrolls inhabited by human figures and a variety of fabulous creatures that derive from the Italian grotesque. The decoration includes, at the center of the breast, a Roman warrior receiving tribute of arms from two kneeling females and, on the shoulders, Apollo chasing the nymph Daphne (front) and Apollo with the slain monster Python (back). The crescent moon, one of the badges of Henry II (reigned 1547–59), appears in several places.Twenty original design drawings for this armor survive. One is by Jean Cousin the Elder; the rest are by either Étienne Delaunne or Baptiste Pellerin. All three were distinguished Parisian artists of the mid-sixteenth century.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/24671/64668/main-image,39.121a–n
Halberd,ca. 1590,French,"Steel, brass, wood",L. 8 ft. 10 5/8 in. (270.7 cm); L. of head 35 1/2 in. (90.1 cm); W. 12 1/4 in. (31.1 cm); Wt. 5 lbs. 13 oz. (2640 g),Shafted Weapons,"This artifact reflects the creative ingenuity of its creators, offering a glimpse into a world of timeless artistry. This artifact is called 'Halberd' and belongs to the category 'Shafted Weapons' from the 'French' culture dating back to ca. 1590.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/26206/1448673/main-image,14.25.194
Messenger Badge,ca. 1300,Italian or Spanish,"Copper, gold, enamel",H. 5 1/8 in. (13 cm); W. 3 7/16 in. (8.7 cm); D. 1/2 in. (1.3 cm),Miscellaneous-Badges,"Before the introduction of regular mail service by governments, letters and messages had to be transported by heralds and trusted messengers employed by feudal lords or city magistrates. These men were identified on their official missions by shield-shaped badges worn on their clothing and displaying the heraldic arms of their employers. In some early examples, these badges were constructed as boxes with lids, probably to store credentials or even small messages on parchment. Many of the badges were made of silver and were often decorated with enamel.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/25425/1300529/main-image,04.3.301
Combination Sword with Wheellock Pistol,ca. 1580,"German, Saxony","Steel, gold, iron wire",L. 45 1/8 in. (114.62 cm); greatest W. 10 1/2 in. (26.7 cm); blade L. 40 1/2 in. (102.9 cm) ; barrel L. 10 5/8 in. (26.9 cm); Cal. .293 in. (7.44 mm); Wt. 3 lb. 8.4 oz. (1.6 kg),Combination Weapons,"This artifact reflects the creative ingenuity of its creators, offering a glimpse into a world of timeless artistry. This artifact is called 'Combination Sword with Wheellock Pistol' and belongs to the category 'Combination Weapons' from the 'German, Saxony' culture dating back to ca. 1580.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/25075/58344/main-image,04.3.55
Sword-Hilt Collar and Pommel (Fuchigashira),ca. 1615–1868,Japanese,"Copper-gold alloy (shakudō), gold, enamel",Fuchi (a); H. 1 1/2 in. (3.8 cm); Wt. 0.9 oz. (25.5 g); kashira (b); H. 1 5/16 in. (3.3 cm); Wt. 0.5 oz. (14.2 g),Sword Furniture-Fuchi-Kashira,Afuchigashirais a pair of matching sword fittings comprising thefuchi(collar at the base of the grip of the sword hilt) andkashira(pommel cap at the end of a sword hilt).,https://collectionapi.metmuseum.org/api/collection/v1/iiif/28674/1594048/restricted,"43.120.1006a, b"
Lamp,12th–13th century,Syrian,Terracotta,"Height from base to top of bowl rim, 1 1/2 in. (39.4mm); Length from nozzle to back of bowl: 3 11/16 in. (93.7mm); Diameter of base: 1 11/32 in. (34.3mm)",Miscellaneous,"This artifact reflects the creative ingenuity of its creators, offering a glimpse into a world of timeless artistry. This artifact is called 'Lamp' and belongs to the category 'Miscellaneous' from the 'Syrian' culture dating back to 12th–13th century.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/26458/65438/main-image,28.99.13
Sword Guard (Tsuba),ca. 1615–1868,Japanese,"Copper-gold alloy (shakudō), copper, gold, silver, copper-silver alloy (shibuichi)",H. 2 3/4 in. (7 cm); W. 2 1/2 in. (6.4 cm); thickness 1/4 in. (0.6 cm); Wt. 4.4 oz. (124.7 g),Sword Furniture-Tsuba,Atsubais a sword guard and part of a sword mounting. It is mounted between the sword’s blade and grip to protect the user’s hands.,https://collectionapi.metmuseum.org/api/collection/v1/iiif/34391/1338695/main-image,29.100.980
Outer Plate of a Forearm Defense (Vambrace),ca. 1450–70,Italian,Steel,H. 7 1/4 in. (18.4 cm); W. 4 1/2 in. (11.4 cm); D. 4 3/4 in. (12.1 cm),Armor Parts,"This is part of a large find of medieval armor discovered in 1840 in the ruins of the fortress of Chalcis, on the Greek island of Euboea (then a Venetian colony called Negroponte). The fortress had been captured and destroyed by the Turks in 1470. Now divided largely between the Ethnological Museum, Athens, and The Metropolitan Museum of Art, the Chalcis hoard contains many rare and unusual elements of fourteenth- and fifteenth-century armor. Of particular importance are the variety of headpieces and the many fragments of brigandines (armor for the torso constructed of small plates riveted to layers of fabric), some of which retain portions of their original velvet covering. The Chalcis armor provides a unique picture of the armament used in the Aegean, one of the easternmost military outposts of the Venetian empire.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/23103/1387151/main-image,29.150.25
Sword Guard (Tsuba),ca. 1615–1868,Japanese,"Copper-gold alloy (shakudō), gold, copper",H. 3 in. (7.6 cm); W. 2 7/8 in. (7.3 cm); thickness 3/16 in. (0.5 cm); Wt. 4.9 oz. (138.9 g),Sword Furniture-Tsuba,Atsubais a sword guard and part of a sword mounting. It is mounted between the sword’s blade and grip to protect the user’s hands.,https://collectionapi.metmuseum.org/api/collection/v1/iiif/34383/1338596/main-image,29.100.972
Sword Guard (Tsuba),18th century,Japanese,"Copper-silver alloy (shibuichi), copper-gold alloy (shakudō), gold, silver, copper",H. 2 15/16 in. (7.5 cm); W. 2 1/2 in. (6.4 cm); thickness 3/16 in. (0.5 cm); Wt. 3.9 oz. (110.6 g),Sword Furniture-Tsuba,Atsubais a sword guard and part of a sword mounting. It is mounted between the sword’s blade and grip to protect the user’s hands.,https://collectionapi.metmuseum.org/api/collection/v1/iiif/34914/1335776/main-image,14.60.9
Rapier,ca. 1580,Italian,"Steel, iron, gold, wood",L. 46 in. (116.8 cm); L. of blade 40 1/8 in. (101.9 cm); W. 8 1/4 in. (21 cm); D. 4 1/4 in. (10.8 cm); Wt. 2 lb. 10 oz. (1190.7 g),Swords,"The rapier was the principal civilian sidearm throughout the sixteenth and seventeenth centuries. Designed for cut-and-thrust fencing of progressively complex techniques, the rapier is characterized by a double-edged blade with an acute point and an elaborate guard for the hand. The guards, usually of iron or steel, were subject to a variety of embellishment. They were engraved, chiseled, gilded, damascened, and encrusted in gold and silver in keeping with fashionable styles.Unless otherwise noted, the materials, attributions, and dating given here refer to the hilts. Rapier blades, invariably of steel, bear a variety of maker’s marks denoting their origin in the two principal centers of blademaking, Toledo in Spain and Solingen in Germany.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/25643/2203191/main-image,11.89.4
Buckle,ca. 100 BCE–ca. 500 CE,Ibero-Roman,Bronze,H. 1 1/2 in. (3.8 cm); W. 1 1/8 in. (2.8 cm); thickness 1/4 in. (0.6 cm); Wt. 0.6 oz. (15 g),Miscellaneous-Buckles & Ornament,"This artifact reflects the creative ingenuity of its creators, offering a glimpse into a world of timeless artistry. This artifact is called 'Buckle' and belongs to the category 'Miscellaneous-Buckles & Ornament' from the 'Ibero-Roman' culture dating back to ca. 100 BCE–ca. 500 CE.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/33208/1807252/main-image,20.152.33
Sword Guard (Tsuba),19th century,Japanese,"Copper-gold alloy (shakudō), silver, copper-silver alloy (shibuichi), gold, copper",H. 2 5/16 in. (5.9 cm); W. 1 13/16in. (4.6 cm); thickness 1/4 in. (.6 cm); Wt. 2.5 oz. (70.9 g),Sword Furniture-Tsuba,Atsubais a sword guard and part of a sword mounting. It is mounted between the sword’s blade and grip to protect the user’s hands.,https://collectionapi.metmuseum.org/api/collection/v1/iiif/30069/1345329/restricted,36.120.68
Primer with Sling,18th–19th century,Persian,"Brass, leather, gold",H. including sling 27 1/2 in. (69.9 cm); W. 6 in. (15.2 cm); D. 1 1/2 in. (3.8 cm); Wt. 12.8 oz. (362.9 g),Firearms Accessories-Flasks & Primers,"This artifact reflects the creative ingenuity of its creators, offering a glimpse into a world of timeless artistry. This artifact is called 'Primer with Sling' and belongs to the category 'Firearms Accessories-Flasks & Primers' from the 'Persian' culture dating back to 18th–19th century.",https://collectionapi.metmuseum.org/api/collection/v1/iiif/30464/1599748/restricted,36.25.2368
Sword-Hilt Collar and Pommel (Fuchigashira),ca. 1615–1868,Japanese,"Copper-silver alloy (shibuichi), gold, copper-gold alloy (shakudō)",Fuchi (a); H. 1 1/2 in. (3.8 cm); Wt. 1 oz. (28.3 g); kashira (b); H. 1 5/16 in. (3.3 cm); Wt. 0.5 oz. (14.2 g),Sword Furniture-Fuchi-Kashira,Afuchigashirais a pair of matching sword fittings comprising thefuchi(collar at the base of the grip of the sword hilt) andkashira(pommel cap at the end of a sword hilt).,https://collectionapi.metmuseum.org/api/collection/v1/iiif/28763/1593254/restricted,"43.120.1104a, b"
Knife Handle (Kozuka),19th century,Japanese,"Copper-silver alloy (shibuichi), gold, copper-gold alloy (shakudō), copper, silver",L. 3 13/16 in. (9.7 cm); W. 9/16 in. (1.4 cm); thickness 1/4 in. (0.6 cm); Wt. 1.4 oz. (39.7 g),Sword Furniture-Kozuka,"Akozukais a handle of a by-knife that is part of a sword mounting. It is kept in a slot on the reverse of akatanascabbard, often with a matchingkōgai(hairdressing tool).",https://collectionapi.metmuseum.org/api/collection/v1/iiif/25298/1593549/restricted,43.120.389
